anime_id,title,title_english,image_url,source,episodes,status,airing,aired_string,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,broadcast,producer,licensor,studio,genre,duration_min,aired_from_year,numberofviews
3299,H2O: Footprints in the Sand,H2O: Footprints in the Sand,https://myanimelist.cdn-dena.com/images/anime/2/5962.jpg,Visual novel,12,Finished Airing,f,"Jan 4, 2008 to Mar 21, 2008","{'from': '2008-01-04', 'to': '2008-03-21'}",24 min. per ep.,PG-13 - Teens 13 or older,7.19,37732,2845,1119,74002,387,Winter 2008,Unknown,"NTT Docomo, Studio Jack",Kadokawa Pictures USA,Zexcs,"Harem, Romance, School",24,2008.0,3084
10739,Panty & Stocking in Sanitarybox,,https://myanimelist.cdn-dena.com/images/anime/6/29589.jpg,Original,1,Finished Airing,f,"Apr 28, 2011","{'from': '2011-04-28', 'to': '2011-04-28'}",8 min.,R - 17+ (violence & profanity),6.5,13521,5615,2396,24306,36,,,,Funimation,Gainax,"Action, Comedy, Parody, Dementia, Supernatural, Ecchi",8,2011.0,1178
12017,Tiger & Bunny Movie 2: The Rising,Tiger & Bunny: The Rising,https://myanimelist.cdn-dena.com/images/anime/9/56915.jpg,Original,1,Finished Airing,f,"Feb 8, 2014","{'from': '2014-02-08', 'to': '2014-02-08'}",1 hr. 40 min.,PG-13 - Teens 13 or older,7.94,6529,635,2843,17569,30,,,,Viz Media,Sunrise,"Action, Mystery, Comedy, Super Power",100,2014.0,440
36308,Blade Runner: Black Out 2022,,https://myanimelist.cdn-dena.com/images/anime/4/89563.jpg,Other,1,Finished Airing,f,"Sep 26, 2017","{'from': '2017-09-26', 'to': '2017-09-26'}",15 min.,R - 17+ (violence & profanity),7.08,7937,3252,3189,14026,10,,,,Crunchyroll,Cygames,"Sci-Fi, Thriller",15,2017.0,537
36571,Nanocore 3rd Season,Nanocore 3rd Season,https://myanimelist.cdn-dena.com/images/anime/13/88390.jpg,Original,20,Finished Airing,f,"Aug 2, 2017 to Dec 20, 2017","{'from': '2017-08-02', 'to': '2017-12-20'}",15 min. per ep.,PG-13 - Teens 13 or older,6.6,10,11404,12451,125,0,,,,,Coastline Animation Studio,"Action, Sci-Fi, Adventure, Mecha, Shounen",15,2017.0,1
1019,Honoo no Mirage,Mirage of Blaze,https://myanimelist.cdn-dena.com/images/anime/3/22614.jpg,Light novel,13,Finished Airing,f,"Jan 7, 2002 to Apr 8, 2002","{'from': '2002-01-07', 'to': '2002-04-08'}",24 min. per ep.,PG-13 - Teens 13 or older,6.69,5591,4797,3051,15191,75,Winter 2002,Unknown,"Aniplex, Shueisha",Media Blasters,Madhouse,"Action, Romance, Supernatural, Historical, School, Drama, Shounen Ai",24,2002.0,537
2361,Sei Juushi Bismarck,Saber Rider and the Star Sheriffs,https://myanimelist.cdn-dena.com/images/anime/13/24921.jpg,Original,51,Finished Airing,f,"Oct 7, 1984 to Sep 29, 1985","{'from': '1984-10-07', 'to': '1985-09-29'}",24 min. per ep.,PG-13 - Teens 13 or older,7.43,1665,1904,5629,3487,28,Fall 1984,Unknown,Nippon Television Network,,Studio Pierrot,"Action, Sci-Fi, Adventure, Space, Mecha",24,1984.0,178
31772,One Punch Man Specials,,https://myanimelist.cdn-dena.com/images/anime/13/76519.jpg,Web manga,6,Finished Airing,f,"Dec 24, 2015 to May 27, 2016","{'from': '2015-12-24', 'to': '2016-05-27'}",12 min. per ep.,R - 17+ (violence & profanity),7.85,65694,799,681,123789,212,,,,Viz Media,Madhouse,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",12,2015.0,2551
33730,Chain Chronicle: Haecceitas no Hikari Part 3,Chain Chronicle: The Light of Haecceitas Part 3,https://myanimelist.cdn-dena.com/images/anime/3/83828.jpg,Game,1,Finished Airing,f,"Feb 11, 2017","{'from': '2017-02-11', 'to': '2017-02-11'}",1 hr. 33 min.,PG-13 - Teens 13 or older,7.21,3083,2765,3798,9281,10,,,Pazzy Entertainment,,"Telecom Animation Film, Graphinica","Action, Adventure, Fantasy, Magic, Shounen",93,2017.0,208
29035,Robot Girls Z Plus,Robot Girls Z Plus,https://myanimelist.cdn-dena.com/images/anime/9/73636.jpg,Original,6,Finished Airing,f,"May 20, 2015 to Oct 2, 2015","{'from': '2015-05-20', 'to': '2015-10-02'}",8 min. per ep.,PG-13 - Teens 13 or older,6.3,2064,6408,4921,4862,1,,,"Nippon Columbia, LandQ studios",,Toei Animation,"Comedy, Mecha, Parody",8,2015.0,185
16474,Soushisouai Note The Animation,,https://myanimelist.cdn-dena.com/images/anime/9/47329.jpg,Manga,2,Finished Airing,f,"Feb 22, 2013 to May 31, 2013","{'from': '2013-02-22', 'to': '2013-05-31'}",28 min. per ep.,Rx - Hentai,7.31,1948,,4906,4910,45,,,Pink Pineapple,,T-Rex,Hentai,28,2013.0,157
634,Koi Kaze,,https://myanimelist.cdn-dena.com/images/anime/9/61441.jpg,Manga,13,Finished Airing,f,"Apr 2, 2004 to Jun 18, 2004","{'from': '2004-04-02', 'to': '2004-06-18'}",24 min. per ep.,R - 17+ (violence & profanity),7.27,19650,2525,1453,54349,385,Spring 2004,Unknown,"Geneon Universal Entertainment, TV Asahi, Rondo Robe",Geneon Entertainment USA,A.C.G.T.,"Slice of Life, Psychological, Drama, Romance, Seinen",24,2004.0,1553
11033,"Natsu-iro Egao de 1, 2, Jump!",,https://myanimelist.cdn-dena.com/images/anime/8/30959.jpg,Music,1,Finished Airing,f,"Aug 24, 2011","{'from': '2011-08-24', 'to': '2011-08-24'}",5 min.,PG-13 - Teens 13 or older,7.34,5161,2285,3817,9163,13,,,Lantis,,Sunrise,Music,5,2011.0,672
36103,Nandaku Mou,Nandaku-mou,https://myanimelist.cdn-dena.com/images/anime/2/87240.jpg,Music,1,Finished Airing,f,"Jun 7, 2015","{'from': '2015-06-07', 'to': '2015-06-07'}",3 min.,G - All Ages,4.26,35,11392,13741,65,0,,,Hipland Music Corporation,,Onionskin,Music,3,2015.0,5
33728,Chain Chronicle: Haecceitas no Hikari Part 1,Chain Chronicle: The Light of Haecceitas Part 1,https://myanimelist.cdn-dena.com/images/anime/11/82495.jpg,Game,1,Finished Airing,f,"Dec 3, 2016","{'from': '2016-12-03', 'to': '2016-12-03'}",1 hr. 26 min.,PG-13 - Teens 13 or older,7.19,5236,2836,3005,15655,18,,,"flying DOG, Slowcurve, Showgate, Sound Team Don Juan, Pazzy Entertainment",,"Telecom Animation Film, Graphinica","Action, Adventure, Fantasy, Magic, Shounen",86,2016.0,349
7106,Ougon Senshi Gold Lightan,Golden Warrior: The Gold Lightan,https://myanimelist.cdn-dena.com/images/anime/10/60089.jpg,Original,52,Finished Airing,f,"Mar 1, 1981 to Feb 18, 1982","{'from': '1981-03-01', 'to': '1982-02-18'}",25 min. per ep.,PG-13 - Teens 13 or older,6.42,67,5937,9845,416,0,Spring 1981,Unknown,,,Tatsunoko Production,"Action, Sci-Fi, Adventure, Mecha",25,1981.0,3
10793,Guilty Crown,Guilty Crown,https://myanimelist.cdn-dena.com/images/anime/8/33713.jpg,Original,22,Finished Airing,f,"Oct 14, 2011 to Mar 23, 2012","{'from': '2011-10-14', 'to': '2012-03-23'}",24 min. per ep.,R - 17+ (violence & profanity),7.74,338646,1016,49,637375,14672,Fall 2011,Fridays at 01:15 (JST),"Aniplex, Dentsu, Movic, Fuji TV, Fuji Pacific Music Publishing",Funimation,Production I.G,"Action, Sci-Fi, Super Power, Drama, Romance",24,2011.0,11273
17753,Kuruneko: Nyaalock Holmes no Bouken,,https://myanimelist.cdn-dena.com/images/anime/2/47305.jpg,Manga,4,Finished Airing,f,"Dec 17, 2010 to Sep 2, 2011","{'from': '2010-12-17', 'to': '2011-09-02'}",6 min. per ep.,G - All Ages,6.4,53,5993,10745,259,0,,,"Kadokawa Pictures Japan, Kansai Telecasting, Tokai Television",,"Studio Deen, DAX Production","Comedy, Slice of Life",6,2010.0,4
1599,Eat-Man &#039;98,,https://myanimelist.cdn-dena.com/images/anime/11/20146.jpg,Manga,12,Finished Airing,f,"Oct 8, 1998 to Dec 23, 1998","{'from': '1998-10-08', 'to': '1998-12-23'}",23 min. per ep.,PG-13 - Teens 13 or older,6.87,1421,4033,5730,3333,5,Fall 1998,Thursdays at 01:45 (JST),,"Bandai Entertainment, Discotek Media",Studio Deen,"Action, Adventure, Sci-Fi, Shounen, Super Power",23,1998.0,147
21635,GJ-bu@,,https://myanimelist.cdn-dena.com/images/anime/4/60319.jpg,Light novel,1,Finished Airing,f,"May 6, 2014","{'from': '2014-05-06', 'to': '2014-05-06'}",46 min.,PG-13 - Teens 13 or older,7.31,13548,2385,2369,24831,21,,,,,Doga Kobo,"Comedy, School, Slice of Life",46,2014.0,897
3120,Bobby ni Kubittake,,https://myanimelist.cdn-dena.com/images/anime/2/61349.jpg,Novel,1,Finished Airing,f,"Mar 9, 1985","{'from': '1985-03-09', 'to': '1985-03-09'}",44 min.,PG-13 - Teens 13 or older,6.19,774,6776,6863,1993,2,,,Kadokawa Shoten,,Madhouse,"Drama, Romance, Slice of Life",44,1985.0,93
19121,Doctor Chichibuyama,,https://myanimelist.cdn-dena.com/images/anime/5/51281.jpg,4-koma manga,2,Finished Airing,f,"Apr 3, 1988 to Jul 31, 1988","{'from': '1988-04-03', 'to': '1988-07-31'}",30 min. per ep.,R+ - Mild Nudity,5.63,43,9981,10887,236,1,Spring 1988,Unknown,"Pony Canyon, Fuji TV, Ashi Production",,Production Reed,"Ecchi, Parody, Seinen",30,1988.0,6
2510,Sengoku Majin Goushougun,Macron 1,https://myanimelist.cdn-dena.com/images/anime/11/18779.jpg,Original,26,Finished Airing,f,"Jul 3, 1981 to Dec 28, 1981","{'from': '1981-07-03', 'to': '1981-12-28'}",24 min. per ep.,PG-13 - Teens 13 or older,6.81,263,4291,7869,1233,0,Summer 1981,Unknown,TV Tokyo,"Discotek Media, Saban Entertainment",Production Reed,"Action, Sci-Fi, Parody, Mecha",24,1981.0,26
2101,Singles,,https://myanimelist.cdn-dena.com/images/anime/10/29219.jpg,Manga,1,Finished Airing,f,"May 28, 1993","{'from': '1993-05-28', 'to': '1993-05-28'}",30 min.,PG-13 - Teens 13 or older,5.41,34,12157,10756,255,0,,,Shueisha,,Madhouse,"Romance, Shoujo",30,1993.0,3
4481,Saiyuuki,Alakazam the Great,https://myanimelist.cdn-dena.com/images/anime/11/79379.jpg,Novel,1,Finished Airing,f,"Aug 14, 1960","{'from': '1960-08-14', 'to': '1960-08-14'}",1 hr. 28 min.,G - All Ages,6.47,595,5734,7355,1575,4,,,,,Toei Animation,Adventure,88,1960.0,67
8423,Ookiku Furikabutte: Natsu no Scorebook,Big Windup!,https://myanimelist.cdn-dena.com/images/anime/9/22178.jpg,Manga,2,Finished Airing,f,"Mar 24, 2010","{'from': '2010-03-24', 'to': '2010-03-24'}",1 hr. 30 min. per ep.,G - All Ages,7.38,677,2123,6338,2560,3,,,,,A-1 Pictures,"Comedy, Sports",90,2010.0,78
345,Eikoku Koi Monogatari Emma,Emma: A Victorian Romance,https://myanimelist.cdn-dena.com/images/anime/5/80117.jpg,Manga,12,Finished Airing,f,"Apr 3, 2005 to Jun 19, 2005","{'from': '2005-04-03', 'to': '2005-06-19'}",25 min. per ep.,G - All Ages,7.77,10261,938,2078,30913,219,Spring 2005,Unknown,"Pony Canyon, TBS, Toshiba Entertainment, Fuji Creative",Nozomi Entertainment,Studio Pierrot,"Slice of Life, Historical, Drama, Romance, Seinen",25,2005.0,803
34822,Tsuki ga Kirei,Tsukigakirei,https://myanimelist.cdn-dena.com/images/anime/2/85592.jpg,Original,12,Finished Airing,f,"Apr 7, 2017 to Jun 30, 2017","{'from': '2017-04-07', 'to': '2017-06-30'}",24 min. per ep.,PG-13 - Teens 13 or older,8.35,76357,195,474,169916,3365,Spring 2017,Fridays at 00:00 (JST),"Sotsu, Mainichi Broadcasting System, flying DOG",Funimation,feel.,"Romance, School",24,2017.0,2554
15699,Haiyore! Nyaruko-san W,Nyaruko: Crawling With Love! Second Season,https://myanimelist.cdn-dena.com/images/anime/10/47533.jpg,Light novel,12,Finished Airing,f,"Apr 8, 2013 to Jul 1, 2013","{'from': '2013-04-08', 'to': '2013-07-01'}",24 min. per ep.,PG-13 - Teens 13 or older,7.4,57118,2016,786,109992,239,Spring 2013,Unknown,"Avex Entertainment, Sotsu, DIVE II Entertainment","NIS America, Inc.",Xebec,"Comedy, Parody, Sci-Fi",24,2013.0,2858
20843,Senki Zesshou Symphogear G: Senki Zesshou Shinai Symphogear,,https://myanimelist.cdn-dena.com/images/anime/13/74395.jpg,Original,2,Finished Airing,f,"Feb 5, 2014 to Mar 5, 2014","{'from': '2014-02-05', 'to': '2014-03-05'}",13 min. per ep.,PG-13 - Teens 13 or older,6.88,2311,4009,4483,6158,11,,,Starchild Records,,Satelight,"Slice of Life, Comedy",13,2014.0,219
21469,Stand By Me Doraemon,,https://myanimelist.cdn-dena.com/images/anime/9/65571.jpg,Manga,1,Finished Airing,f,"Aug 8, 2014","{'from': '2014-08-08', 'to': '2014-08-08'}",1 hr. 35 min.,PG - Children,8.13,6520,406,3636,10320,47,,,"Toho, Robot Communications",,"Shirogumi, Shin-Ei Animation","Comedy, Kids, Sci-Fi, Shounen",95,2014.0,332
3577,Kyouran Kazoku Nikki,,https://myanimelist.cdn-dena.com/images/anime/6/7601.jpg,Light novel,26,Finished Airing,f,"Apr 12, 2008 to Oct 4, 2008","{'from': '2008-04-12', 'to': '2008-10-04'}",24 min. per ep.,PG-13 - Teens 13 or older,7.33,8611,2309,2436,23730,115,Spring 2008,Unknown,Lantis,,Nomad,"Comedy, Sci-Fi",24,2008.0,757
32015,Ajin OVA,,https://myanimelist.cdn-dena.com/images/anime/12/79906.jpg,Manga,3,Finished Airing,f,"May 6, 2016 to Apr 7, 2017","{'from': '2016-05-06', 'to': '2017-04-07'}",21 min. per ep.,R - 17+ (violence & profanity),7.41,9623,1961,2216,27818,21,,,,,Polygon Pictures,"Action, Mystery, Horror, Supernatural, Seinen",21,2016.0,437
34451,Kekkai Sensen & Beyond,Blood Blockade Battlefront & Beyond,https://myanimelist.cdn-dena.com/images/anime/3/88282.jpg,Manga,12,Finished Airing,f,"Oct 8, 2017 to Dec 24, 2017","{'from': '2017-10-08', 'to': '2017-12-24'}",24 min. per ep.,R - 17+ (violence & profanity),8.08,55333,456,546,149337,664,Fall 2017,Sundays at 03:08 (JST),"Nihon Ad Systems, Mainichi Broadcasting System, TOHO animation, Shueisha",Funimation,Bones,"Action, Comedy, Fantasy, Shounen, Super Power, Supernatural, Vampire",24,2017.0,1864
2993,Rosario to Vampire,Rosario + Vampire,https://myanimelist.cdn-dena.com/images/anime/12/75242.jpg,Manga,13,Finished Airing,f,"Jan 3, 2008 to Mar 27, 2008","{'from': '2008-01-03', 'to': '2008-03-27'}",25 min. per ep.,R+ - Mild Nudity,7.06,230899,3344,130,385405,3140,Winter 2008,Unknown,"GDH, Yomiko Advertising, Happinet Pictures, Atelier Musa, Shueisha, Sotsu Music Publishing",Funimation,Gonzo,"Harem, Comedy, Romance, Ecchi, Vampire, Fantasy, School, Shounen",25,2008.0,11307
3176,Nessa no Haou Gandalla,Gandalla: The King of Burning Desert,https://myanimelist.cdn-dena.com/images/anime/5/58541.jpg,Original,26,Finished Airing,f,"Apr 11, 1998 to Oct 17, 1998","{'from': '1998-04-11', 'to': '1998-10-17'}",22 min. per ep.,PG-13 - Teens 13 or older,6.03,98,7285,8465,907,1,Spring 1998,Unknown,Big West,,Production Reed,"Adventure, Drama, Fantasy, Horror, Magic, Music, Sci-Fi, Supernatural",22,1998.0,10
2106,Kiss Dum: Engage Planet,,https://myanimelist.cdn-dena.com/images/anime/8/21586.jpg,Original,26,Finished Airing,f,"Apr 4, 2007 to Sep 26, 2007","{'from': '2007-04-04', 'to': '2007-09-26'}",24 min. per ep.,PG-13 - Teens 13 or older,6.72,1946,4667,4099,7728,13,Spring 2007,Unknown,Bandai Visual,Maiden Japan,Satelight,"Mecha, Military, Sci-Fi",24,2007.0,150
28595,Pac-World,,https://myanimelist.cdn-dena.com/images/anime/7/75298.jpg,Game,52,Finished Airing,f,"Apr 5, 2014 to Apr 25, 2015","{'from': '2014-04-05', 'to': '2015-04-25'}",25 min. per ep.,PG - Children,5.37,106,8581,9834,422,0,Spring 2014,Saturdays at 18:30 (JST),Bandai Namco Entertainment,,OLM Digital,"Adventure, Comedy, Sci-Fi",25,2014.0,4
6060,Ichigatsu ni wa Christmas,Christmas in January,https://myanimelist.cdn-dena.com/images/anime/11/46845.jpg,Manga,1,Finished Airing,f,"Nov 21, 1991","{'from': '1991-11-21', 'to': '1991-11-21'}",45 min.,G - All Ages,6.04,58,7262,10273,333,1,,,,,Magic Bus,Romance,45,1991.0,6
34100,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,,https://myanimelist.cdn-dena.com/images/anime/13/85698.jpg,Manga,1,Finished Airing,f,"Aug 26, 2017","{'from': '2017-08-26', 'to': '2017-08-26'}",1 hr. 29 min.,PG-13 - Teens 13 or older,8.05,9198,489,2115,29967,110,,,,,Silver Link.,"Action, Comedy, Fantasy, Magic",89,2017.0,444
19297,Ketsuekigata-kun! Featuring Yuri & Nasuno,,https://myanimelist.cdn-dena.com/images/anime/7/51749.jpg,Web manga,1,Finished Airing,f,"Jun 30, 2013","{'from': '2013-06-30', 'to': '2013-06-30'}",2 min.,PG-13 - Teens 13 or older,4.8,1175,9210,6522,2347,0,,,Earth Star Entertainment,,feel.,Comedy,2,2013.0,126
33720,Girls & Panzer Movie: 3-pun Chotto de Wakaru!! Girls & Panzer,,https://myanimelist.cdn-dena.com/images/anime/13/81095.jpg,Original,1,Finished Airing,f,"Nov 21, 2015","{'from': '2015-11-21', 'to': '2015-11-21'}",3 min.,PG-13 - Teens 13 or older,6.58,712,5281,5987,2963,4,,,,Sentai Filmworks,Actas,"Military, School",3,2015.0,63
4835,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,Bleach the Movie: Fade to Black,https://myanimelist.cdn-dena.com/images/anime/3/64689.jpg,Manga,1,Finished Airing,f,"Dec 13, 2008","{'from': '2008-12-13', 'to': '2008-12-13'}",1 hr. 34 min.,PG-13 - Teens 13 or older,7.62,90122,1287,575,144364,576,,,,Viz Media,Studio Pierrot,"Action, Comedy, Super Power, Supernatural, Shounen",94,2008.0,6427
553,Yami no Matsuei,Descendants of Darkness,https://myanimelist.cdn-dena.com/images/anime/11/6726.jpg,Manga,13,Finished Airing,f,"Oct 2, 2000 to Dec 18, 2000","{'from': '2000-10-02', 'to': '2000-12-18'}",23 min. per ep.,R - 17+ (violence & profanity),7.19,18684,2874,1800,39310,405,Fall 2000,Unknown,"Starchild Records, Movic","Central Park Media, Discotek Media",J.C.Staff,"Comedy, Drama, Fantasy, Horror, Magic, Shoujo, Shounen Ai, Vampire",23,2000.0,1728
11705,Dragon Age: Blood Mage no Seisen,Dragon Age: Dawn of the Seeker,https://myanimelist.cdn-dena.com/images/anime/1238/90707.jpg,Game,1,Finished Airing,f,"Feb 11, 2012","{'from': '2012-02-11', 'to': '2012-02-11'}",1 hr. 29 min.,R - 17+ (violence & profanity),6.19,3496,6784,4157,7467,8,,,,Funimation,Oxybot,"Action, Fantasy",89,2012.0,317
2695,Mobile Suit Gundam 0083: The Fading Light of Zeon,Mobile Suit Gundam 0083: The Afterglow Of Zeon,https://myanimelist.cdn-dena.com/images/anime/5/75776.jpg,Original,1,Finished Airing,f,"Aug 29, 1992","{'from': '1992-08-29', 'to': '1992-08-29'}",1 hr. 59 min.,PG-13 - Teens 13 or older,6.83,2074,4202,4634,5684,3,,,"Bandai Visual, Sotsu",Nozomi Entertainment,Sunrise,"Action, Sci-Fi, Adventure, Space, Mecha",119,1992.0,231
3312,Dr. Slump,,https://myanimelist.cdn-dena.com/images/anime/10/5297.jpg,Manga,74,Finished Airing,f,"Nov 26, 1997 to Sep 22, 1999","{'from': '1997-11-26', 'to': '1999-09-22'}",25 min. per ep.,PG-13 - Teens 13 or older,7.07,4308,3296,3560,10807,35,Fall 1997,Wednesdays at 19:00 (JST),Fuji TV,,Toei Animation,"Slice of Life, Comedy, Sci-Fi, Shounen",25,1997.0,382
15377,Hyakka Ryouran: Samurai Bride,Samurai Bride,https://myanimelist.cdn-dena.com/images/anime/5/45248.jpg,Light novel,12,Finished Airing,f,"Apr 5, 2013 to Jun 21, 2013","{'from': '2013-04-05', 'to': '2013-06-21'}",24 min. per ep.,R+ - Mild Nudity,6.87,28765,4040,1251,65193,73,Spring 2013,Unknown,"Genco, Lantis, Hobby Japan, Gigno Systems",Sentai Filmworks,Arms,"Action, Ecchi, Comedy, Harem, Samurai, School",24,2013.0,1662
1162,Maze☆Bakunetsu Jikuu,Maze: The Mega-Burst Space OVA,https://myanimelist.cdn-dena.com/images/anime/4/6944.jpg,Manga,2,Finished Airing,f,"Jul 24, 1996 to Sep 21, 1996","{'from': '1996-07-24', 'to': '1996-09-21'}",30 min. per ep.,R+ - Mild Nudity,6.19,882,6759,6676,2174,2,,,Kadokawa Shoten,,J.C.Staff,"Adventure, Comedy, Fantasy, Mecha, Shounen",30,1996.0,99
32953,Koi ni Naritai Aquarium,,https://myanimelist.cdn-dena.com/images/anime/3/79667.jpg,Music,1,Finished Airing,f,"Apr 27, 2016","{'from': '2016-04-27', 'to': '2016-04-27'}",7 min.,PG-13 - Teens 13 or older,7.59,2293,1384,5155,4369,19,,,Lantis,,Sunrise,Music,7,2016.0,253
33222,Fudanshi Koukou Seikatsu,The Highschool Life of a Fudanshi,https://myanimelist.cdn-dena.com/images/anime/2/80966.jpg,Manga,12,Finished Airing,f,"Jul 5, 2016 to Sep 20, 2016","{'from': '2016-07-05', 'to': '2016-09-20'}",3 min. per ep.,PG-13 - Teens 13 or older,6.66,18925,4927,1820,38554,65,Summer 2016,Tuesdays at 22:55 (JST),"DAX Production, Dream Creation, bilibili",,EMT²,"Slice of Life, Comedy, School, Shoujo",3,2016.0,1057
27,Trinity Blood,Trinity Blood,https://myanimelist.cdn-dena.com/images/anime/10/24649.jpg,Light novel,24,Finished Airing,f,"Apr 29, 2005 to Oct 28, 2005","{'from': '2005-04-29', 'to': '2005-10-28'}",24 min. per ep.,R - 17+ (violence & profanity),7.41,59596,1998,638,131899,1378,Spring 2005,Unknown,,Funimation,Gonzo,"Action, Supernatural, Vampire",24,2005.0,4317
1888,Ichigo Mashimaro OVA,Strawberry Marshmallow OVA,https://myanimelist.cdn-dena.com/images/anime/4/4325.jpg,4-koma manga,3,Finished Airing,f,"Feb 23, 2007 to Apr 25, 2007","{'from': '2007-02-23', 'to': '2007-04-25'}",25 min. per ep.,PG-13 - Teens 13 or older,7.79,9786,899,2908,16849,20,,,,Sentai Filmworks,Daume,"Comedy, School, Slice of Life",25,2007.0,984
834,Bleach: The Sealed Sword Frenzy,,https://myanimelist.cdn-dena.com/images/anime/1/834.jpg,Manga,1,Finished Airing,f,"Mar 23, 2006","{'from': '2006-03-23', 'to': '2006-03-23'}",33 min.,PG-13 - Teens 13 or older,7.05,47859,3358,1024,82001,174,,,TV Tokyo,,Studio Pierrot,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",33,2006.0,4664
3936,Personal Computer Travel Tanteidan,Superbook 2,https://myanimelist.cdn-dena.com/images/anime/7/69747.jpg,Original,26,Finished Airing,f,"Apr 4, 1983 to Sep 26, 1983","{'from': '1983-04-04', 'to': '1983-09-26'}",24 min. per ep.,PG - Children,6.19,219,6800,8876,720,1,Spring 1983,Unknown,,,Tatsunoko Production,"Kids, Adventure, Historical, Sci-Fi",24,1983.0,28
31424,Inyouchuu Etsu Special,,https://myanimelist.cdn-dena.com/images/anime/2/75727.jpg,Visual novel,1,Finished Airing,f,"Mar 7, 2014","{'from': '2014-03-07', 'to': '2014-03-07'}",5 min.,Rx - Hentai,6.1,304,,8100,1102,4,,,Milky Animation Label,,Studio Fantasia,"Hentai, Supernatural, Demons, Horror",5,2014.0,36
12481,Gregory Horror Show: The Second Guest,,https://myanimelist.cdn-dena.com/images/anime/3/35057.jpg,Original,25,Finished Airing,f,"Apr 1, 2000 to Oct 1, 2000","{'from': '2000-04-01', 'to': '2000-10-01'}",3 min. per ep.,PG - Children,6.9,421,3912,8519,879,7,Spring 2000,Unknown,"VAP, TV Asahi",Geneon Universal Entertainment,Milky Cartoon,"Mystery, Comedy, Horror, Demons, Supernatural, Vampire",3,2000.0,27
32094,Reikenzan: Hoshikuzu-tachi no Utage,,https://myanimelist.cdn-dena.com/images/anime/11/78196.jpg,Light novel,12,Finished Airing,f,"Jan 9, 2016 to Mar 26, 2016","{'from': '2016-01-09', 'to': '2016-03-26'}",24 min. per ep.,PG-13 - Teens 13 or older,7.23,20384,2696,1492,52083,144,Winter 2016,Saturdays at 00:00 (JST),"Haoliners Animation League, Tencent Animation",,Studio Deen,"Comedy, Magic, Fantasy",24,2016.0,798
33421,Hitori no Shita: The Outcast,Hitori no Shita - The Outcast,https://myanimelist.cdn-dena.com/images/anime/12/80346.jpg,Manga,12,Finished Airing,f,"Jul 9, 2016 to Sep 24, 2016","{'from': '2016-07-09', 'to': '2016-09-24'}",24 min. per ep.,R - 17+ (violence & profanity),6.74,20668,4579,1323,61353,115,Summer 2016,Saturdays at 21:00 (JST),"Haoliners Animation League, Tencent Animation, Emon",,Namu Animation,"Action, Super Power, Supernatural",24,2016.0,857
15743,Yuugen Kaisha: Jiken File 00 - Hajimari wa Ayashiku mo Hanayaka ni,,https://myanimelist.cdn-dena.com/images/anime/10/87489.jpg,Original,1,Finished Airing,f,"Jul 25, 1994","{'from': '1994-07-25', 'to': '1994-07-25'}",21 min.,PG-13 - Teens 13 or older,5.72,91,7961,10034,378,0,,,,,Madhouse,"Adventure, Comedy, Supernatural",21,1994.0,7
10209,Kore wa Zombie Desu ka? OVA,Is This a Zombie? OVA,https://myanimelist.cdn-dena.com/images/anime/12/36243.jpg,Light novel,2,Finished Airing,f,"Jun 10, 2011 to Apr 24, 2012","{'from': '2011-06-10', 'to': '2012-04-24'}",24 min. per ep.,PG-13 - Teens 13 or older,7.52,52585,1578,931,91843,69,,,,Funimation,Studio Deen,"Action, Harem, Comedy, Supernatural, Magic, Ecchi",24,2011.0,3577
35567,Gundam Build Fighters: Battlogue,,https://myanimelist.cdn-dena.com/images/anime/9/87160.jpg,Original,5,Finished Airing,f,"Aug 4, 2017 to Dec 8, 2017","{'from': '2017-08-04', 'to': '2017-12-08'}",11 min. per ep.,G - All Ages,6.92,1460,3838,5673,3425,4,,,,,Sunrise,"Action, Sci-Fi, Mecha",11,2017.0,78
1314,DT Eightron,DT Eightron,https://myanimelist.cdn-dena.com/images/anime/5/5797.jpg,Manga,26,Finished Airing,f,"Apr 18, 1998 to Nov 6, 1998","{'from': '1998-04-18', 'to': '1998-11-06'}",25 min. per ep.,PG-13 - Teens 13 or older,6.39,327,6030,7933,1188,3,Spring 1998,Saturdays at 02:45 (JST),Fuji TV,,Sunrise,"Action, Sci-Fi, Shounen",25,1998.0,31
2161,Skull Man,The Skull Man,https://myanimelist.cdn-dena.com/images/anime/4/35429.jpg,Manga,13,Finished Airing,f,"Apr 29, 2007 to Jul 22, 2007","{'from': '2007-04-29', 'to': '2007-07-22'}",23 min. per ep.,PG-13 - Teens 13 or older,6.74,6056,4550,2669,20059,48,Spring 2007,Unknown,"Geneon Universal Entertainment, Diomedea",Sentai Filmworks,Bones,"Action, Mystery, Super Power",23,2007.0,558
