anime_id,title,title_english,image_url,source,episodes,status,airing,aired_string,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,broadcast,producer,licensor,studio,genre,duration_min,aired_from_year,numberofviews
32195,Junjou Shoujo Et Cetera Specials,,https://myanimelist.cdn-dena.com/images/anime/11/77320.jpg,Manga,2,Finished Airing,f,"Aug 2, 2013 to Oct 4, 2013","{'from': '2013-08-02', 'to': '2013-10-04'}",4 min. per ep.,Rx - Hentai,6.59,117,,9141,623,1,,,Pashmina,,Studio 1st,Hentai,4,2013.0,13
1931,Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,Pretty Cure Max Heart: Friends of the Snow-Laden Sky,https://myanimelist.cdn-dena.com/images/anime/2/20640.jpg,Original,1,Finished Airing,f,"Dec 10, 2005","{'from': '2005-12-10', 'to': '2005-12-10'}",1 hr. 11 min.,G - All Ages,7.26,1495,2563,5584,3546,6,,,,,Toei Animation,"Fantasy, Magic, Comedy, Shoujo",71,2005.0,152
14093,Pokemon Best Wishes! Season 2,Pokémon: Black & White: Rival Destinies,https://myanimelist.cdn-dena.com/images/anime/3/39007.jpg,Game,24,Finished Airing,f,"Jun 21, 2012 to Jan 10, 2013","{'from': '2012-06-21', 'to': '2013-01-10'}",22 min. per ep.,PG - Children,6.64,14409,5028,2248,27036,30,Summer 2012,Thursdays at 19:00 (JST),"TV Tokyo, MediaNet, Half H.P Studio, Studio Jack",The Pokemon Company International,OLM,"Action, Adventure, Comedy, Fantasy, Kids",22,2012.0,805
5902,Hyakujitsu no Bara,Maiden Rose,https://myanimelist.cdn-dena.com/images/anime/5/34517.jpg,Manga,2,Finished Airing,f,"May 29, 2009 to Oct 23, 2009","{'from': '2009-05-29', 'to': '2009-10-23'}",24 min. per ep.,R+ - Mild Nudity,6.94,12279,,2545,21856,90,,,On-Lead,,PrimeTime,"Drama, Yaoi",24,2009.0,1061
31933,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,JoJo&#039;s Bizarre Adventure: Diamond is Unbreakable,https://myanimelist.cdn-dena.com/images/anime/3/79156.jpg,Manga,39,Finished Airing,f,"Apr 2, 2016 to Dec 24, 2016","{'from': '2016-04-02', 'to': '2016-12-24'}",23 min. per ep.,R - 17+ (violence & profanity),8.63,99372,64,432,181435,7188,Spring 2016,Saturdays at 00:30 (JST),"Warner Bros., KlockWorx, Medicos Entertainment, Shueisha",Viz Media,David Production,"Action, Adventure, Comedy, Supernatural, Drama, Shounen",23,2016.0,2781
462,One Piece Movie 4: Dead End no Bouken,One Piece: Dead End,https://myanimelist.cdn-dena.com/images/anime/10/20924.jpg,Manga,1,Finished Airing,f,"Mar 1, 2003","{'from': '2003-03-01', 'to': '2003-03-01'}",1 hr. 35 min.,PG-13 - Teens 13 or older,7.7,29009,1118,1535,49941,39,,,Fuji Pacific Music Publishing,,Toei Animation,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",95,2003.0,2801
4211,Hareluya II Boy,Hareluya II Boy,https://myanimelist.cdn-dena.com/images/anime/9/7830.jpg,Manga,25,Finished Airing,f,"Apr 8, 1997 to Sep 30, 1997","{'from': '1997-04-08', 'to': '1997-09-30'}",23 min. per ep.,PG-13 - Teens 13 or older,6.61,104,5155,8573,854,6,Spring 1997,Tuesdays at 01:15 (JST),TV Tokyo,,Triangle Staff,"Action, Fantasy, Comedy, School, Shounen",23,1997.0,9
1526,Pokemon Advanced Generation: Mew to Hadou no Yuusha Lucario,Pokemon: Lucario and the Mystery of Mew,https://myanimelist.cdn-dena.com/images/anime/6/79257.jpg,Game,1,Finished Airing,f,"Jul 16, 2005","{'from': '2005-07-16', 'to': '2005-07-16'}",1 hr. 40 min.,PG - Children,7.38,37894,2128,1363,59136,105,,,"Shogakukan Productions, Studio Jack","Viz Media, 4Kids Entertainment",OLM,"Action, Adventure, Drama, Fantasy, Kids",100,2005.0,3074
12175,Koi to Senkyo to Chocolate,"Love, Election and Chocolate",https://myanimelist.cdn-dena.com/images/anime/4/42015.jpg,Visual novel,12,Finished Airing,f,"Jul 6, 2012 to Sep 28, 2012","{'from': '2012-07-06', 'to': '2012-09-28'}",25 min. per ep.,PG-13 - Teens 13 or older,7.24,56272,2653,696,122087,314,Summer 2012,Unknown,"Aniplex, Lantis, TBS, Magic Capsule",Sentai Filmworks,AIC Build,"Drama, Romance, School",25,2012.0,3240
1722,Nagasarete Airantou,,https://myanimelist.cdn-dena.com/images/anime/7/75254.jpg,Manga,26,Finished Airing,f,"Apr 5, 2007 to Sep 27, 2007","{'from': '2007-04-05', 'to': '2007-09-27'}",24 min. per ep.,PG-13 - Teens 13 or older,7.38,29598,2118,1328,61254,290,Spring 2007,Unknown,Square Enix,,feel.,"Comedy, Ecchi, Fantasy, Harem, Romance",24,2007.0,2384
8516,Baka to Test to Shoukanjuu Ni!,Baka & Test – Summon the Beasts 2,https://myanimelist.cdn-dena.com/images/anime/3/28992.jpg,Light novel,13,Finished Airing,f,"Jul 8, 2011 to Sep 30, 2011","{'from': '2011-07-08', 'to': '2011-09-30'}",24 min. per ep.,PG-13 - Teens 13 or older,7.92,143530,652,298,235386,1103,Summer 2011,Fridays at Unknown,"Lantis, Media Factory, Enterbrain, Cospa, Kadokawa Contents Gate, TV Tokyo Music, PRA, T.O Entertainment, Hakuhodo DY Media Partners",Funimation,Silver Link.,"Comedy, Super Power, Romance, School",24,2011.0,6711
26359,Persona 4 the Golden Animation: Thank you Mr. Accomplice,,https://myanimelist.cdn-dena.com/images/anime/11/68381.jpg,Game,1,Finished Airing,f,"Dec 10, 2014","{'from': '2014-12-10', 'to': '2014-12-10'}",16 min.,PG-13 - Teens 13 or older,6.62,2773,5128,4208,7298,8,,,,Aniplex of America,A-1 Pictures,"Adventure, Mystery, Supernatural, Drama",16,2014.0,212
6774,Kuuchuu Buranko,Welcome to Irabu&#039;s Office,https://myanimelist.cdn-dena.com/images/anime/3/18386.jpg,Novel,11,Finished Airing,f,"Oct 15, 2009 to Dec 24, 2009","{'from': '2009-10-15', 'to': '2009-12-24'}",23 min. per ep.,R - 17+ (violence & profanity),8.05,15329,492,1458,53975,898,Fall 2009,Fridays at 00:45 (JST),"Dentsu, Fuji TV, Asmik Ace Entertainment, Sony Music Entertainment, Bungeishunjuu",,Toei Animation,"Comedy, Psychological, Drama, Seinen",23,2009.0,1117
22377,Wonder Momo,,https://myanimelist.cdn-dena.com/images/anime/8/58783.jpg,Game,5,Finished Airing,f,"Feb 6, 2014 to Mar 6, 2014","{'from': '2014-02-06', 'to': '2014-03-06'}",7 min. per ep.,PG-13 - Teens 13 or older,3.76,2142,9471,5280,4072,4,,,Bandai Namco Games,,Graphinica,"Action, Game, Martial Arts, School",7,2014.0,222
942,Nishi no Yoki Majo: Astraea Testament,The Good Witch Of The West,https://myanimelist.cdn-dena.com/images/anime/9/75549.jpg,Light novel,13,Finished Airing,f,"Apr 8, 2006 to Jul 1, 2006","{'from': '2006-04-08', 'to': '2006-07-01'}",24 min. per ep.,PG-13 - Teens 13 or older,6.88,4412,4004,3315,12943,42,Spring 2006,Unknown,"Geneon Universal Entertainment, Mellow Head, Imagica, Mag Garden, Tablier Communication, On The Run",Maiden Japan,Hal Film Maker,"Mystery, Comedy, Drama, Romance, Fantasy",24,2006.0,406
16001,Kokoro Connect: Michi Random,Kokoro Connect OVA,https://myanimelist.cdn-dena.com/images/anime/10/45526.jpg,Light novel,4,Finished Airing,f,"Nov 19, 2012 to Dec 10, 2012","{'from': '2012-11-19', 'to': '2012-12-10'}",27 min. per ep.,PG-13 - Teens 13 or older,8.13,96552,401,585,142704,620,,,"Starchild Records, Enterbrain",Sentai Filmworks,Silver Link.,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",27,2012.0,5135
6397,Tentou Mushi no Uta,Song of the Ladybug,https://myanimelist.cdn-dena.com/images/anime/12/51187.jpg,Manga,104,Finished Airing,f,"Oct 6, 1974 to Nov 26, 1976","{'from': '1974-10-06', 'to': '1976-11-26'}",25 min. per ep.,G - All Ages,6.43,107,5898,10152,353,1,Fall 1974,Unknown,,,Tatsunoko Production,"Drama, Slice of Life",25,1974.0,7
4890,Peut-etre Toi,Maybe You,https://myanimelist.cdn-dena.com/images/anime/7/51697.jpg,Original,1,Finished Airing,f,"Jul 15, 2006","{'from': '2006-07-15', 'to': '2006-07-15'}",4 min.,PG-13 - Teens 13 or older,6.44,1096,5848,7148,1745,3,,,Geneon Universal Entertainment,,Production I.G,Music,4,2006.0,177
36010,Heartful Maman The Animation,,https://myanimelist.cdn-dena.com/images/anime/8/87458.jpg,Visual novel,1,Finished Airing,f,"Oct 27, 2017","{'from': '2017-10-27', 'to': '2017-10-27'}",25 min.,Rx - Hentai,6.58,821,,6670,2182,5,,,Pink Pineapple,,"G-Lam, Studio CA",Hentai,25,2017.0,44
6031,Osu!! Karate-bu,Go!! Karate Club,https://myanimelist.cdn-dena.com/images/anime/2/26856.jpg,Manga,4,Finished Airing,f,"Oct 21, 1990 to Jul 25, 1992","{'from': '1990-10-21', 'to': '1992-07-25'}",50 min. per ep.,R - 17+ (violence & profanity),6.9,254,3925,8638,823,1,,,Nihon Eizo,,J.C.Staff,"Martial Arts, School, Shounen",50,1990.0,14
35860,Karakai Jouzu no Takagi-san,Karakai Jozu no Takagi-san,https://myanimelist.cdn-dena.com/images/anime/7/89990.jpg,Manga,12,Finished Airing,f,"Jan 8, 2018 to Mar 26, 2018","{'from': '2018-01-08', 'to': '2018-03-26'}",23 min. per ep.,PG-13 - Teens 13 or older,7.94,49525,632,654,129088,1129,Winter 2018,Mondays at 23:00 (JST),"TMS Entertainment, Asatsu DK, Asmik Ace Entertainment, TOHO animation, East Japan Marketing &amp; Communications",Funimation,Shin-Ei Animation,"Comedy, Romance, School, Shounen, Slice of Life",23,2018.0,1584
8110,Fukubiki! Triangle: Miharu After,,https://myanimelist.cdn-dena.com/images/anime/6/37305.jpg,Visual novel,2,Finished Airing,f,"Apr 30, 2010 to Jan 28, 2011","{'from': '2010-04-30', 'to': '2011-01-28'}",29 min. per ep.,Rx - Hentai,7.26,4457,,3554,10875,70,,,,,PoRO,Hentai,29,2010.0,388
19029,Yuyushiki: Nyanyashiki,,https://myanimelist.cdn-dena.com/images/anime/6/51019.jpg,4-koma manga,6,Finished Airing,f,"May 29, 2013 to Oct 23, 2013","{'from': '2013-05-29', 'to': '2013-10-23'}",2 min. per ep.,PG-13 - Teens 13 or older,6.31,4009,6372,3881,8798,3,,,,,Kinema Citrus,Comedy,2,2013.0,311
23619,Haiyore! Nyaruko-san W OVA,,https://myanimelist.cdn-dena.com/images/anime/4/61789.jpg,Light novel,1,Finished Airing,f,"Apr 1, 2014","{'from': '2014-04-01', 'to': '2014-04-01'}",15 min.,PG-13 - Teens 13 or older,7.18,10364,2887,2648,20395,17,,,DIVE II Entertainment,,Xebec,"Comedy, Ecchi, Parody",15,2014.0,678
12355,Ookami Kodomo no Ame to Yuki,Wolf Children,https://myanimelist.cdn-dena.com/images/anime/9/35721.jpg,Original,1,Finished Airing,f,"Jul 21, 2012","{'from': '2012-07-21', 'to': '2012-07-21'}",1 hr. 57 min.,PG - Children,8.77,204744,34,148,357883,7087,,,"Madhouse, VAP, Dentsu, Yomiuri Telecasting, Kadokawa Shoten, Toho, Hiroshima Television",Funimation,Studio Chizu,"Slice of Life, Fantasy",117,2012.0,7831
811,I&#039;&#039;s Pure,I&#039;&#039;s Pure,https://myanimelist.cdn-dena.com/images/anime/6/7081.jpg,Manga,6,Finished Airing,f,"Dec 9, 2005 to Jun 23, 2006","{'from': '2005-12-09', 'to': '2006-06-23'}",27 min. per ep.,R+ - Mild Nudity,6.99,10245,3599,2699,19622,58,,,,Viz Media,"Studio Pierrot, Arms","Comedy, Drama, Ecchi, Romance, School",27,2005.0,1154
1097,Lime-iro Senkitan,,https://myanimelist.cdn-dena.com/images/anime/6/75503.jpg,Visual novel,13,Finished Airing,f,"Jan 4, 2003 to Mar 29, 2003","{'from': '2003-01-04', 'to': '2003-03-29'}",25 min. per ep.,R+ - Mild Nudity,6.09,2325,7119,4195,7341,11,Winter 2003,Unknown,"KSS, Soft Garage",,Studio Hibari,"Drama, Ecchi, Harem, Historical, Mecha, Supernatural",25,2003.0,305
367,Akazukin Chacha OVA,,https://myanimelist.cdn-dena.com/images/anime/4/23206.jpg,Manga,3,Finished Airing,f,"Dec 6, 1995 to Mar 6, 1996","{'from': '1995-12-06', 'to': '1996-03-06'}",24 min. per ep.,G - All Ages,7.17,740,2912,7017,1860,4,,,Nihon Ad Systems,,Studio Gallop,"Comedy, Fantasy, Magic",24,1995.0,100
6718,Yamato 2520,,https://myanimelist.cdn-dena.com/images/anime/12/61289.jpg,Original,3,Finished Airing,f,"Nov 21, 1994 to Aug 25, 1996","{'from': '1994-11-21', 'to': '1996-08-25'}",57 min. per ep.,PG-13 - Teens 13 or older,5.94,253,7491,8240,1020,3,,,,,Studio Take Off,"Action, Military, Sci-Fi, Adventure",57,1994.0,19
27681,Sasurai-kun,,https://myanimelist.cdn-dena.com/images/anime/5/67005.jpg,Manga,13,Finished Airing,f,"Apr 7, 1992 to Jun 30, 1992","{'from': '1992-04-07', 'to': '1992-06-30'}",25 min. per ep.,PG-13 - Teens 13 or older,6.4,10,11971,12897,104,0,Spring 1992,Tuesdays at 09:00 (JST),"Asatsu DK, TBS",,Shin-Ei Animation,"Slice of Life, Comedy",25,1992.0,1
34720,In Search of Axis,In Search of Axis,https://myanimelist.cdn-dena.com/images/anime/9/83705.jpg,Original,3,Finished Airing,f,1989 to 1991,"{'from': '1989-05-11', 'to': '1991-05-11'}",2 min. per ep.,G - All Ages,3.31,49,10568,13412,83,0,,,,,Polygon Pictures,Dementia,2,1989.0,1
31618,Kanojo ga Kanji wo Suki na Riyuu.,,https://myanimelist.cdn-dena.com/images/anime/4/76306.jpg,Original,2,Finished Airing,f,"Sep 14, 2015 to Oct 13, 2015","{'from': '2015-09-14', 'to': '2015-10-13'}",2 min. per ep.,PG - Children,5.49,410,8386,8087,1108,0,,,Beyond C.,,Studio 4°C,"School, Slice of Life",2,2015.0,51
7748,Sono Hanabira ni Kuchizuke wo: Anata to Koibito Tsunagi,,https://myanimelist.cdn-dena.com/images/anime/5/24845.jpg,Visual novel,1,Finished Airing,f,"Jul 30, 2010","{'from': '2010-07-30', 'to': '2010-07-30'}",22 min.,Rx - Hentai,7.36,15196,,2061,31363,336,,,,,ChuChu,"Hentai, School, Yuri",22,2010.0,1350
3630,Miracle Shoujo Limit-chan,,https://myanimelist.cdn-dena.com/images/anime/2/17491.jpg,Original,25,Finished Airing,f,"Oct 1, 1973 to Mar 25, 1974","{'from': '1973-10-01', 'to': '1974-03-25'}",24 min. per ep.,G - All Ages,5.91,62,7545,10284,332,1,Fall 1973,Mondays at 19:00 (JST),TV Asahi,,Toei Animation,"Comedy, Magic, School, Sci-Fi, Shoujo, Super Power",24,1973.0,5
5028,Major S5,,https://myanimelist.cdn-dena.com/images/anime/9/75218.jpg,Manga,25,Finished Airing,f,"Jan 10, 2009 to Jun 27, 2009","{'from': '2009-01-10', 'to': '2009-06-27'}",24 min. per ep.,PG-13 - Teens 13 or older,8.54,23101,90,1835,38181,435,Winter 2009,Unknown,NHK,,SynergySP,"Comedy, Drama, Romance, Sports",24,2009.0,1394
22699,Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!,,https://myanimelist.cdn-dena.com/images/anime/12/60349.jpg,Manga,1,Finished Airing,f,"Dec 31, 1993","{'from': '1993-12-31', 'to': '1993-12-31'}",5 min.,PG-13 - Teens 13 or older,6.81,2738,4262,4263,7013,3,,,,,Toei Animation,"Action, Slice of Life, Adventure, Fantasy, Martial Arts, Comedy, Super Power, Shounen",5,1993.0,161
35612,Himitsukessha Taka no Tsume x Glass no Kamen Desu ga,,https://myanimelist.cdn-dena.com/images/anime/10/85830.jpg,Other,1,Finished Airing,f,"Mar 28, 2013","{'from': '2013-03-28', 'to': '2013-03-28'}",2 min.,G - All Ages,3.76,29,10461,12274,133,0,,,,,DLE,"Comedy, Parody",2,2013.0,3
20479,Choujigen Game Neptune The Animation OVA,,https://myanimelist.cdn-dena.com/images/anime/7/54393.jpg,Game,1,Finished Airing,f,"Mar 26, 2014","{'from': '2014-03-26', 'to': '2014-03-26'}",24 min.,PG-13 - Teens 13 or older,7.39,11522,2061,2516,22236,60,,,"Frontier Works, Idea Factory",Funimation,David Production,"Action, Fantasy, Comedy, Sci-Fi",24,2014.0,818
25157,Trinity Seven,Trinity Seven,https://myanimelist.cdn-dena.com/images/anime/12/67795.jpg,Manga,12,Finished Airing,f,"Oct 8, 2014 to Dec 24, 2014","{'from': '2014-10-08', 'to': '2014-12-24'}",24 min. per ep.,PG-13 - Teens 13 or older,7.42,187844,1955,162,341886,2350,Fall 2014,Wednesdays at 01:40 (JST),"TV Tokyo, Sotsu, Plum, Kadokawa Shoten, AT-X, Studio Mausu, Avex Pictures, Q-Tec, Docomo Anime Store, DeNA",Sentai Filmworks,Seven Arcs Pictures,"Action, Harem, Comedy, Supernatural, Magic, Romance, Ecchi, Fantasy, School, Shounen",24,2014.0,5588
1397,Macross 7,,https://myanimelist.cdn-dena.com/images/anime/12/22786.jpg,Original,49,Finished Airing,f,"Oct 16, 1994 to Sep 24, 1995","{'from': '1994-10-16', 'to': '1995-09-24'}",25 min. per ep.,PG-13 - Teens 13 or older,7.22,7376,2731,2747,18830,156,Fall 1994,Sundays at 11:00 (JST),"Mainichi Broadcasting System, Studio Nue",,Production Reed,"Action, Military, Sci-Fi, Adventure, Music, Comedy, Drama, Romance, Mecha, Shounen",25,1994.0,573
9346,Battle Spirits: Brave,,https://myanimelist.cdn-dena.com/images/anime/7/72210.jpg,Card game,50,Finished Airing,f,"Sep 12, 2010 to Sep 11, 2011","{'from': '2010-09-12', 'to': '2011-09-11'}",24 min. per ep.,PG - Children,7.16,537,2952,7007,1870,7,Fall 2010,Sundays at 07:00 (JST),Nagoya TV Housou,,Sunrise,"Game, Military, Sci-Fi, Adventure, Demons",24,2010.0,21
212,Project A-Ko,,https://myanimelist.cdn-dena.com/images/anime/2/58391.jpg,Original,1,Finished Airing,f,"Jun 21, 1986","{'from': '1986-06-21', 'to': '1986-06-21'}",1 hr. 24 min.,PG-13 - Teens 13 or older,6.99,4714,3613,3654,10200,83,,,SOEISHINSHA,Discotek Media,APPP,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",84,1986.0,409
1107,Youjuu Toshi,Wicked City,https://myanimelist.cdn-dena.com/images/anime/2/50021.jpg,Novel,1,Finished Airing,f,"Apr 25, 1987","{'from': '1987-04-25', 'to': '1987-04-25'}",1 hr. 22 min.,R+ - Mild Nudity,6.48,8271,5709,2769,18407,72,,,Japan Home Video,"Discotek Media, Urban Vision",Madhouse,"Action, Adventure, Demons, Drama, Horror, Super Power",82,1987.0,696
35676,Berserk: Majo no Tsuisou,Berserk: Recollections of the Witch,https://myanimelist.cdn-dena.com/images/anime/13/86045.jpg,Manga,1,Finished Airing,f,"Jun 2, 2017","{'from': '2017-06-02', 'to': '2017-06-02'}",24 min.,R - 17+ (violence & profanity),5.78,3536,7834,4203,7309,10,,,LIDENFILMS,,"Millepensee, GEMBA","Action, Adventure, Demons, Drama, Fantasy, Horror, Magic, Supernatural",24,2017.0,295
8609,Detective Conan OVA 10: Kid in Trap Island,,https://myanimelist.cdn-dena.com/images/anime/7/23698.jpg,Manga,1,Finished Airing,f,"Apr 14, 2010","{'from': '2010-04-14', 'to': '2010-04-14'}",24 min.,PG-13 - Teens 13 or older,7.9,5094,694,3665,10124,9,,,,,TMS Entertainment,"Adventure, Comedy, Mystery, Police, Shounen",24,2010.0,413
20449,"Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru",,https://myanimelist.cdn-dena.com/images/anime/7/60743.jpg,Web manga,1,Finished Airing,f,"Oct 22, 2014","{'from': '2014-10-22', 'to': '2014-10-22'}",27 min.,PG-13 - Teens 13 or older,7.12,27851,3144,1466,53588,73,,,,,Silver Link.,"Comedy, School, Slice of Life",27,2014.0,1782
28179,Miss Monochrome: The Animation - Manager,,https://myanimelist.cdn-dena.com/images/anime/4/68163.jpg,Original,1,Finished Airing,f,"May 25, 2014","{'from': '2014-05-25', 'to': '2014-05-25'}",4 min.,G - All Ages,6.32,2310,6317,5037,4608,2,,,Starchild Records,,SANZIGEN,"Music, Slice of Life, Comedy",4,2014.0,227
6201,Princess Lover!,,https://myanimelist.cdn-dena.com/images/anime/7/75519.jpg,Visual novel,12,Finished Airing,f,"Jul 6, 2009 to Sep 21, 2009","{'from': '2009-07-06', 'to': '2009-09-21'}",24 min. per ep.,R+ - Mild Nudity,6.96,71937,3716,645,130249,289,Summer 2009,Mondays at Unknown,Dream Force,,GoHands,"Harem, Comedy, Ecchi, School",24,2009.0,4532
15085,Amnesia,Amnesia,https://myanimelist.cdn-dena.com/images/anime/8/45308.jpg,Visual novel,12,Finished Airing,f,"Jan 7, 2013 to Mar 25, 2013","{'from': '2013-01-07', 'to': '2013-03-25'}",23 min. per ep.,PG-13 - Teens 13 or older,6.33,85247,6259,467,172083,884,Winter 2013,Unknown,"Geneon Universal Entertainment, Frontier Works, Movic, AT-X, DAX Production, Showgate",Sentai Filmworks,Brain&#039;s Base,"Harem, Mystery, Romance, Fantasy, Josei",23,2013.0,3546
8041,Sennin Buraku,Hermit Village,https://myanimelist.cdn-dena.com/images/anime/2/78110.jpg,4-koma manga,23,Finished Airing,f,"Sep 4, 1963 to Feb 23, 1964","{'from': '1963-09-04', 'to': '1964-02-23'}",15 min. per ep.,PG-13 - Teens 13 or older,6.08,39,12004,10192,345,1,Fall 1963,Unknown,,,Eiken,"Comedy, Ecchi",15,1963.0,2
2112,Over Drive,,https://myanimelist.cdn-dena.com/images/anime/3/89534.jpg,Manga,26,Finished Airing,f,"Apr 4, 2007 to Sep 26, 2007","{'from': '2007-04-04', 'to': '2007-09-26'}",24 min. per ep.,PG-13 - Teens 13 or older,7.7,15486,1117,2000,32883,208,Spring 2007,Wednesdays at 01:30 (JST),"Sotsu, Pony Canyon",,Xebec,"Shounen, Sports",24,2007.0,1285
36220,Itsudatte Bokura no Koi wa 10 cm Datta.,Our love has always been 10 centimeters apart.,https://myanimelist.cdn-dena.com/images/anime/2/89554.jpg,Music,6,Finished Airing,f,"Nov 25, 2017 to Dec 30, 2017","{'from': '2017-11-25', 'to': '2017-12-30'}",23 min. per ep.,PG-13 - Teens 13 or older,7.68,20238,1152,1377,58198,262,Fall 2017,Saturdays at 00:00 (JST),"Aniplex, Movic, Magic Capsule, Lawson, Music Ray&#039;n, Kadokawa, INCS toenter, Yoshimoto Creative Agency",,Lay-duce,"Comedy, Drama, Romance, School",23,2017.0,831
25073,Makiba no Shoujo Katri Specials,,https://myanimelist.cdn-dena.com/images/anime/11/64133.jpg,Novel,2,Finished Airing,f,"Apr 14, 2001 to Apr 15, 2001","{'from': '2001-04-14', 'to': '2001-04-15'}",45 min. per ep.,G - All Ages,6.6,15,11139,12036,145,0,,,Bandai Visual,,Nippon Animation,"Adventure, Slice of Life, Historical, Drama",45,2001.0,1
16472,Sei Yariman Gakuen Enkou Nikki The Animation,,https://myanimelist.cdn-dena.com/images/anime/8/44420.jpg,Visual novel,1,Finished Airing,f,"Feb 22, 2013","{'from': '2013-02-22', 'to': '2013-02-22'}",31 min.,Rx - Hentai,7.2,2689,,4430,6366,82,,,Pink Pineapple,,Seven,Hentai,31,2013.0,206
3469,Maria-sama ga Miteru: Haru Specials,Maria Watches Over Us: Printemps,https://myanimelist.cdn-dena.com/images/anime/8/5782.jpg,Light novel,6,Finished Airing,f,"Oct 22, 2004 to May 23, 2005","{'from': '2004-10-22', 'to': '2005-05-23'}",2 min. per ep.,PG - Children,7.47,3058,1735,4458,6253,3,,,,Nozomi Entertainment,Studio Deen,"Slice of Life, Romance, School, Drama, Shoujo, Shoujo Ai",2,2004.0,381
26395,Teekyuu 4,Teekyu 4,https://myanimelist.cdn-dena.com/images/anime/10/73472.jpg,Manga,12,Finished Airing,f,"Apr 7, 2015 to Jun 23, 2015","{'from': '2015-04-07', 'to': '2015-06-23'}",2 min. per ep.,PG-13 - Teens 13 or older,6.84,7768,4171,3185,14120,15,Spring 2015,Tuesdays at 01:05 (JST),"DAX Production, Earth Star Entertainment",,Millepensee,"Comedy, Shounen, Sports",2,2015.0,606
508,Tottoko Hamtarou,Hamtaro,https://myanimelist.cdn-dena.com/images/anime/3/21562.jpg,Manga,296,Finished Airing,f,"Jul 7, 2000 to Mar 31, 2006","{'from': '2000-07-07', 'to': '2006-03-31'}",25 min. per ep.,G - All Ages,7.02,13465,3513,1917,35475,170,Summer 2000,Fridays at 18:30 (JST),"TV Tokyo, Shogakukan Productions, Half H.P Studio",Viz Media,TMS Entertainment,"Adventure, Comedy, Kids",25,2000.0,1203
